timestamp,anomaly_score
1772427900,0.277728
1772428200,0.339611
1772428500,0.380689
1772428800,0.340465
1772429100,0.308076
1772429400,0.345978
1772429700,0.305450
1772430000,0.345826
1772430300,0.413773
1772430600,0.354589
1772430900,0.449972
1772431200,0.372934
1772431500,0.223591
1772431800,0.371548
1772432100,0.319093
1772432400,0.204879
1772432700,0.328938
1772433000,0.428524
1772433300,0.531235
1772433600,0.365515
1772433900,0.424518
1772434200,0.482693
1772434500,0.309526
1772434800,0.212589
1772435100,0.415938
1772435400,0.283607
1772435700,0.211529
1772436000,0.293814
1772436300,0.321782
1772436600,0.370108
1772436900,0.253381
1772437200,0.222446
1772437500,0.291653
1772437800,0.358885
1772438100,0.372578
1772438400,0.383445
1772438700,0.286102
1772439000,0.241732
1772439300,0.349943
1772439600,0.346931
1772439900,0.352309
1772440200,0.179919
1772440500,0.315488
1772440800,0.382550
1772441100,0.389828
1772441400,0.284032
1772441700,0.313572
1772442000,0.263770
1772442300,0.211722
1772442600,0.368877
1772442900,0.394963
1772443200,0.261242
1772443500,0.318899
1772443800,0.286802
1772444100,0.459836
1772444400,0.385048
1772444700,0.370457
1772445000,0.385680
1772445300,0.309192
1772445600,0.278769
1772445900,0.267640
1772446200,0.332650
1772446500,0.157101
1772446800,0.272768
1772447100,0.308387
1772447400,0.367738
1772447700,0.282241
1772448000,0.275901
1772448300,0.244691
1772448600,0.450077
1772448900,0.393444
1772449200,0.199108
1772449500,0.353708
1772449800,0.231046
1772450100,0.238463
1772450400,0.411957
1772450700,0.253387
1772451000,0.346457
1772451300,0.206520
1772451600,0.364754
1772451900,0.398947
1772452200,0.275254
1772452500,0.178778
1772452800,0.203367
1772453100,0.204854
1772453400,0.255906
1772453700,0.253692
1772454000,0.308370
1772454300,0.366406
1772454600,0.204479
1772454900,0.256348
1772455200,0.304962
1772455500,0.242076
1772455800,0.231794
1772456100,0.336900
1772456400,0.382522
1772456700,0.211706
1772457000,0.400448
1772457300,0.354454
1772457600,0.247203
1772457900,0.331220
1772458200,0.319669
1772458500,0.291321
1772458800,0.304941
1772459100,0.263825
1772459400,0.239761
1772459700,0.232689
1772460000,0.293712
1772460300,0.232200
1772460600,0.218076
1772460900,0.202002
1772461200,0.163372
1772461500,0.224183
1772461800,0.273098
1772462100,0.272813
1772462400,0.258848
1772462700,0.285625
1772463000,0.255178
1772463300,0.187784
1772463600,0.325604
1772463900,0.475648
1772464200,0.450946
1772464500,0.460679
1772464800,0.477823
1772465100,0.536046
1772465400,0.414894
1772465700,0.528960
1772466000,0.544114
1772466300,0.510061
1772466600,0.501914
1772466900,0.511499
1772467200,0.538726
1772467500,0.476744
1772467800,0.525522
1772468100,0.533843
1772468400,0.637349
1772468700,0.512090
1772469000,0.425252
1772469300,0.551194
1772469600,0.466354
1772469900,0.506975
1772470200,0.515057
1772470500,0.467838
1772470800,0.601243
1772471100,0.488155
1772471400,0.401748
1772471700,0.274934
1772472000,0.326077
1772472300,0.181924
1772472600,0.122763
1772472900,0.086546
1772473200,0.233381
1772473500,0.158440
1772473800,0.290076
1772474100,0.317172
1772474400,0.221258
1772474700,0.240517
1772475000,0.269794
1772475300,0.252983
1772475600,0.140951
1772475900,0.144897
1772476200,0.256741
1772476500,0.231223
1772476800,0.083136
1772477100,0.211937
1772477400,0.256543
1772477700,0.074228
1772478000,0.127070
1772478300,0.231254
1772478600,0.184141
1772478900,0.278240
1772479200,0.132785
1772479500,0.118912
1772479800,0.136115
1772480100,0.229258
1772480400,0.147095
1772480700,0.296732
1772481000,0.129496
1772481300,0.251049
1772481600,0.210031
1772481900,0.157711
1772482200,0.417436
1772482500,0.259290
1772482800,0.279885
1772483100,0.239846
1772483400,0.406735
1772483700,0.289218
1772484000,0.185872
1772484300,0.150360
1772484600,0.212660
1772484900,0.086361
1772485200,0.218152
1772485500,0.232558
1772485800,0.227782
1772486100,0.295880
1772486400,0.208806
1772486700,0.139540
1772487000,0.165328
1772487300,0.226869
1772487600,0.310008
1772487900,0.237592
1772488200,0.266047
1772488500,0.283664
1772488800,0.073970
1772489100,0.172153
1772489400,0.315341
1772489700,0.147533
1772490000,0.148323
1772490300,0.288270
1772490600,0.240575
1772490900,0.149627
1772491200,0.273510
1772491500,0.367029
1772491800,0.254753
1772492100,0.449717
1772492400,0.321259
1772492700,0.302921
1772493000,0.162206
1772493300,0.267500
1772493600,0.207937
1772493900,0.156189
1772494200,0.332512
1772494500,0.299913
1772494800,0.474345
1772495100,0.249079
1772495400,0.359678
1772495700,0.293097
1772496000,0.286351
1772496300,0.237588
1772496600,0.435290
1772496900,0.364437
1772497200,0.170396
1772497500,0.336087
1772497800,0.231426
1772498100,0.193179
1772498400,0.386153
1772498700,0.192264
1772499000,0.381449
1772499300,0.368341
1772499600,0.309969
1772499900,0.343336
1772500200,0.258454
1772500500,0.212987
1772500800,0.356976
1772501100,0.395027
1772501400,0.248122
1772501700,0.291272
1772502000,0.268954
1772502300,0.330060
1772502600,0.317405
1772502900,0.248455
1772503200,0.343063
1772503500,0.356720
1772503800,0.211340
1772504100,0.308211
1772504400,0.378562
1772504700,0.332458
1772505000,0.277085
1772505300,0.235903
1772505600,0.291791
1772505900,0.401920
1772506200,0.295043
1772506500,0.345261
1772506800,0.367977
1772507100,0.229320
1772507400,0.242358
1772507700,0.279117
1772508000,0.311795
1772508300,0.302827
1772508600,0.310927
1772508900,0.364983
1772509200,0.250303
1772509500,0.404091
1772509800,0.359592
1772510100,0.348332
1772510400,0.196571
1772510700,0.344733
1772511000,0.385320
1772511300,0.263658
1772511600,0.384973
1772511900,0.360664
1772512200,0.294721
1772512500,0.415742
1772512800,0.344526
1772513100,0.238202
1772513400,0.242587
1772513700,0.307863
1772514000,0.341534
1772514300,0.327588
1772514600,0.345283
1772514900,0.288172
1772515200,0.434772
1772515500,0.478833
1772515800,0.357159
1772516100,0.432537
1772516400,0.376143
1772516700,0.445337
1772517000,0.319036
1772517300,0.313283
1772517600,0.309295
1772517900,0.323855
1772518200,0.507925
1772518500,0.355125
1772518800,0.424196
1772519100,0.218289
1772519400,0.289577
1772519700,0.377304
1772520000,0.400970
1772520300,0.392387
1772520600,0.372916
1772520900,0.365214
1772521200,0.317680
1772521500,0.245118
1772521800,0.344992
1772522100,0.318562
1772522400,0.312785
1772522700,0.441176
1772523000,0.389901
1772523300,0.398327
1772523600,0.326495
1772523900,0.235517
1772524200,0.318185
1772524500,0.386720
1772524800,0.335190
1772525100,0.350472
1772525400,0.265813
1772525700,0.332676
1772526000,0.209915
1772526300,0.223867
1772526600,0.356762
1772526900,0.264508
1772527200,0.318569
1772527500,0.414978
1772527800,0.319867
1772528100,0.371390
1772528400,0.414825
1772528700,0.264874
1772529000,0.394288
1772529300,0.350176
1772529600,0.380725
1772529900,0.322312
1772530200,0.473984
1772530500,0.305144
1772530800,0.305955
1772531100,0.229426
1772531400,0.400044
1772531700,0.283404
1772532000,0.269873
1772532300,0.250155
1772532600,0.370200
1772532900,0.434753
1772533200,0.411831
1772533500,0.320543
1772533800,0.318829
1772534100,0.323661
1772534400,0.278533
1772534700,0.270641
1772535000,0.333909
1772535300,0.355019
1772535600,0.267883
1772535900,0.306869
1772536200,0.357212
1772536500,0.327390
1772536800,0.209195
1772537100,0.300670
1772537400,0.394688
1772537700,0.476144
1772538000,0.280087
1772538300,0.280075
1772538600,0.248440
1772538900,0.347444
1772539200,0.293692
1772539500,0.306759
1772539800,0.285551
1772540100,0.245753
1772540400,0.267703
1772540700,0.352061
1772541000,0.340579
1772541300,0.176456
1772541600,0.267454
1772541900,0.335018
1772542200,0.325088
1772542500,0.154598
1772542800,0.434095
1772543100,0.319630
1772543400,0.279940
1772543700,0.267845
1772544000,0.168398
1772544300,0.323433
1772544600,0.334111
1772544900,0.275924
1772545200,0.173964
1772545500,0.223902
1772545800,0.190443
1772546100,0.282776
1772546400,0.237164
1772546700,0.290861
1772547000,0.142344
1772547300,0.291299
1772547600,0.186050
1772547900,0.318392
1772548200,0.263341
1772548500,0.385887
1772548800,0.296792
1772549100,0.218510
1772549400,0.294341
1772549700,0.247220
1772550000,0.244073
1772550300,0.350754
1772550600,0.149371
1772550900,0.189925
1772551200,0.292802
1772551500,0.259053
1772551800,0.250718
1772552100,0.263759
1772552400,0.231905
1772552700,0.271821
1772553000,0.203562
1772553300,0.250620
1772553600,0.174015
1772553900,0.100329
1772554200,0.255914
1772554500,0.206399
1772554800,0.336031
1772555100,0.224605
1772555400,0.179000
1772555700,0.200230
1772556000,0.228227
1772556300,0.215200
1772556600,0.203396
1772556900,0.254999
1772557200,0.284540
1772557500,0.215607
1772557800,0.344110
1772558100,0.178939
1772558400,0.216429
1772558700,0.162241
1772559000,0.292558
1772559300,0.143075
1772559600,0.135550
1772559900,0.171790
1772560200,0.266751
1772560500,0.380052
1772560800,0.254955
1772561100,0.150130
1772561400,0.195467
1772561700,0.415811
1772562000,0.138623
1772562300,0.215791
1772562600,0.217302
1772562900,0.260675
1772563200,0.235461
1772563500,0.325336
1772563800,0.247348
1772564100,0.226628
1772564400,0.191804
1772564700,0.289372
1772565000,0.252457
1772565300,0.161671
1772565600,0.187971
1772565900,0.159440
1772566200,0.318493
1772566500,0.185363
1772566800,0.083821
1772567100,0.244814
1772567400,0.225634
1772567700,0.222742
1772568000,0.223605
1772568300,0.209808
1772568600,0.232371
1772568900,0.229451
1772569200,0.246195
1772569500,0.199887
1772569800,0.309851
1772570100,0.173263
1772570400,0.194349
1772570700,0.118470
1772571000,0.311655
1772571300,0.241379
1772571600,0.264558
1772571900,0.153612
1772572200,0.158436
1772572500,0.230761
1772572800,0.228499
1772573100,0.268353
1772573400,0.245085
1772573700,0.223903
1772574000,0.334776
1772574300,0.171996
1772574600,0.212631
1772574900,0.354650
1772575200,0.222578
1772575500,0.149622
1772575800,0.294516
1772576100,0.271000
1772576400,0.296294
1772576700,0.276424
1772577000,0.150470
1772577300,0.315969
1772577600,0.246196
1772577900,0.262912
1772578200,0.266875
1772578500,0.286793
1772578800,0.245547
1772579100,0.363209
1772579400,0.251771
1772579700,0.361392
1772580000,0.335769
1772580300,0.311741
1772580600,0.395529
1772580900,0.296109
1772581200,0.247607
1772581500,0.290023
1772581800,0.212388
1772582100,0.223102
1772582400,0.331556
1772582700,0.273537
1772583000,0.268506
1772583300,0.279497
1772583600,0.306274
1772583900,0.262699
1772584200,0.331274
1772584500,0.304823
1772584800,0.301472
1772585100,0.255903
1772585400,0.228738
1772585700,0.443059
1772586000,0.337907
1772586300,0.305292
1772586600,0.379393
1772586900,0.311605
1772587200,0.379653
1772587500,0.272426
1772587800,0.355418
1772588100,0.327360
1772588400,0.313558
1772588700,0.272062
1772589000,0.301613
1772589300,0.392344
1772589600,0.246495
1772589900,0.357991
1772590200,0.338274
1772590500,0.338023
1772590800,0.427685
1772591100,0.378160
1772591400,0.346201
1772591700,0.522925
1772592000,0.514504
1772592300,0.504672
1772592600,0.660585
1772592900,0.657161
1772593200,0.746423
1772593500,0.506036
1772593800,0.593844
1772594100,0.584724
1772594400,0.498178
1772594700,0.367673
1772595000,0.344195
1772595300,0.119406
1772595600,0.451686
1772595900,0.339528
1772596200,0.365091
1772596500,0.382637
1772596800,0.271083
1772597100,0.419857
1772597400,0.311994
1772597700,0.312037
1772598000,0.297651
1772598300,0.372556
1772598600,0.308574
1772598900,0.426140
1772599200,0.236903
1772599500,0.381440
1772599800,0.339240
1772600100,0.355857
1772600400,0.494784
1772600700,0.375267
1772601000,0.403337
1772601300,0.319178
1772601600,0.230461
1772601900,0.444160
1772602200,0.362826
1772602500,0.248969
1772602800,0.386925
1772603100,0.366689
1772603400,0.331341
1772603700,0.392104
1772604000,0.374373
1772604300,0.293916
1772604600,0.339708
1772604900,0.326504
1772605200,0.310272
1772605500,0.233742
1772605800,0.186197
1772606100,0.427524
1772606400,0.327359
1772606700,0.238306
1772607000,0.225101
1772607300,0.274390
1772607600,0.339011
1772607900,0.286591
1772608200,0.401699
1772608500,0.332813
1772608800,0.341355
1772609100,0.446947
1772609400,0.361778
1772609700,0.368377
1772610000,0.392194
1772610300,0.408764
1772610600,0.360429
1772610900,0.396946
1772611200,0.218510
1772611500,0.402621
1772611800,0.461966
1772612100,0.444090
1772612400,0.248480
1772612700,0.299886
1772613000,0.343312
1772613300,0.284081
1772613600,0.357036
1772613900,0.377124
1772614200,0.416264
1772614500,0.348108
1772614800,0.250587
1772615100,0.245508
1772615400,0.302421
1772615700,0.312664
1772616000,0.261883
1772616300,0.333919
1772616600,0.303322
1772616900,0.378313
1772617200,0.199508
1772617500,0.175245
1772617800,0.365322
1772618100,0.421844
1772618400,0.294994
1772618700,0.220879
1772619000,0.290254
1772619300,0.328702
1772619600,0.418087
1772619900,0.265778
1772620200,0.273549
1772620500,0.288096
1772620800,0.374555
1772621100,0.238347
1772621400,0.323064
1772621700,0.159426
1772622000,0.306154
1772622300,0.278241
1772622600,0.263206
1772622900,0.208117
1772623200,0.255468
1772623500,0.297506
1772623800,0.280294
1772624100,0.314293
1772624400,0.117120
1772624700,0.181878
1772625000,0.339419
1772625300,0.313599
1772625600,0.269216
1772625900,0.287019
1772626200,0.409242
1772626500,0.359057
1772626800,0.367321
1772627100,0.262668
1772627400,0.317112
1772627700,0.167752
1772628000,0.196371
1772628300,0.312838
1772628600,0.263383
1772628900,0.210192
1772629200,0.248203
1772629500,0.228231
1772629800,0.200377
1772630100,0.306911
1772630400,0.362939
1772630700,0.128346
1772631000,0.294238
1772631300,0.235859
1772631600,0.233036
1772631900,0.324446
1772632200,0.315196
1772632500,0.249553
1772632800,0.284174
1772633100,0.323065
1772633400,0.070780
1772633700,0.200221
1772634000,0.287046
1772634300,0.180247
1772634600,0.140253
1772634900,0.313609
1772635200,0.279852
1772635500,0.135314
1772635800,0.167820
1772636100,0.207686
1772636400,0.247848
1772636700,0.232238
1772637000,0.194025
1772637300,0.161894
1772637600,0.324104
1772637900,0.161529
1772638200,0.170723
1772638500,0.324424
1772638800,0.236296
1772639100,0.233438
1772639400,0.188677
1772639700,0.290003
1772640000,0.092881
1772640300,0.148553
1772640600,0.158537
1772640900,0.254507
1772641200,0.312205
1772641500,0.200188
1772641800,0.117569
1772642100,0.170013
1772642400,0.187191
1772642700,0.244243
1772643000,0.275602
1772643300,0.181544
1772643600,0.300088
1772643900,0.290666
1772644200,0.216909
1772644500,0.124257
1772644800,0.260533
1772645100,0.320901
1772645400,0.172367
1772645700,0.243587
1772646000,0.208349
1772646300,0.248766
1772646600,0.159164
1772646900,0.269327
1772647200,0.158721
1772647500,0.158217
1772647800,0.228891
1772648100,0.225008
1772648400,0.387922
1772648700,0.258854
1772649000,0.154111
1772649300,0.196867
1772649600,0.262472
1772649900,0.000000
1772650200,0.322386
1772650500,0.139569
1772650800,0.227593
1772651100,0.224432
1772651400,0.269344
1772651700,0.357891
1772652000,0.225818
1772652300,0.205253
1772652600,0.113814
1772652900,0.067749
1772653200,0.165846
1772653500,0.388756
1772653800,0.187375
1772654100,0.202846
1772654400,0.188337
1772654700,0.250298
1772655000,0.174622
1772655300,0.267247
1772655600,0.295505
1772655900,0.285591
1772656200,0.203702
1772656500,0.148011
1772656800,0.334732
1772657100,0.393016
1772657400,0.231932
1772657700,0.236464
1772658000,0.220726
1772658300,0.347490
1772658600,0.250855
1772658900,0.280849
1772659200,0.170229
1772659500,0.224475
1772659800,0.237127
1772660100,0.282948
1772660400,0.289697
1772660700,0.357659
1772661000,0.225039
1772661300,0.261619
1772661600,0.237613
1772661900,0.208577
1772662200,0.207729
1772662500,0.291369
1772662800,0.177996
1772663100,0.205353
1772663400,0.223996
1772663700,0.284852
1772664000,0.336685
1772664300,0.066160
1772664600,0.222989
1772664900,0.281207
1772665200,0.238003
1772665500,0.333521
1772665800,0.259029
1772666100,0.213872
1772666400,0.247725
1772666700,0.295910
1772667000,0.242671
1772667300,0.275529
1772667600,0.304043
1772667900,0.353018
1772668200,0.306900
1772668500,0.236298
1772668800,0.318758
1772669100,0.300929
1772669400,0.310463
1772669700,0.432369
1772670000,0.396258
1772670300,0.391409
1772670600,0.412629
1772670900,0.280823
1772671200,0.350451
1772671500,0.257364
1772671800,0.264838
1772672100,0.306858
1772672400,0.278735
1772672700,0.383910
1772673000,0.378912
1772673300,0.264016
1772673600,0.311527
1772673900,0.361941
1772674200,0.300008
1772674500,0.330100
1772674800,0.370152
1772675100,0.247471
1772675400,0.317691
1772675700,0.281107
1772676000,0.282195
1772676300,0.409886
1772676600,0.437252
1772676900,0.212012
1772677200,0.414266
1772677500,0.335743
1772677800,0.283517
1772678100,0.363592
1772678400,0.317629
1772678700,0.330935
1772679000,0.202623
1772679300,0.294735
1772679600,0.360513
1772679900,0.290556
1772680200,0.307442
1772680500,0.299581
1772680800,0.407451
1772681100,0.428793
1772681400,0.436195
1772681700,0.320037
1772682000,0.371347
1772682300,0.273145
1772682600,0.263510
1772682900,0.333818
1772683200,0.333581
1772683500,0.332978
1772683800,0.360684
1772684100,0.413896
1772684400,0.321336
1772684700,0.387067
1772685000,0.430759
1772685300,0.235937
1772685600,0.376399
1772685900,0.346224
1772686200,0.429846
1772686500,0.425383
1772686800,0.366120
1772687100,0.339832
1772687400,0.257263
1772687700,0.323030
1772688000,0.346737
1772688300,0.335258
1772688600,0.429922
1772688900,0.427109
1772689200,0.382954
1772689500,0.387832
1772689800,0.321041
1772690100,0.279305
1772690400,0.354140
1772690700,0.416007
1772691000,0.379067
1772691300,0.374466
1772691600,0.369582
1772691900,0.388114
1772692200,0.278223
1772692500,0.369577
1772692800,0.313246
1772693100,0.334367
1772693400,0.332692
1772693700,0.375512
1772694000,0.260736
1772694300,0.325713
1772694600,0.266867
1772694900,0.386792
1772695200,0.266237
1772695500,0.356917
1772695800,0.399144
1772696100,0.270641
1772696400,0.412823
1772696700,0.293609
1772697000,0.381262
1772697300,0.320920
1772697600,0.429093
1772697900,0.338843
1772698200,0.244066
1772698500,0.350401
1772698800,0.388416
1772699100,0.320484
1772699400,0.251948
1772699700,0.283759
1772700000,0.312098
1772700300,0.359159
1772700600,0.285101
1772700900,0.330297
1772701200,0.302702
1772701500,0.339897
1772701800,0.298847
1772702100,0.289748
1772702400,0.236806
1772702700,0.317895
1772703000,0.392283
1772703300,0.335235
1772703600,0.339360
1772703900,0.295081
1772704200,0.344213
1772704500,0.432113
1772704800,0.237174
1772705100,0.405707
1772705400,0.355668
1772705700,0.235482
1772706000,0.207753
1772706300,0.305371
1772706600,0.178208
1772706900,0.231939
1772707200,0.248237
1772707500,0.215963
1772707800,0.235609
1772708100,0.452832
1772708400,0.396054
1772708700,0.213646
1772709000,0.283727
1772709300,0.278711
1772709600,0.279696
1772709900,0.172540
1772710200,0.201924
1772710500,0.262002
1772710800,0.245228
1772711100,0.326573
1772711400,0.335654
1772711700,0.410142
1772712000,0.346725
1772712300,0.315739
1772712600,0.244053
1772712900,0.377511
1772713200,0.282622
1772713500,0.244439
1772713800,0.329886
1772714100,0.268213
1772714400,0.250676
1772714700,0.269691
1772715000,0.383093
1772715300,0.132504
1772715600,0.257002
1772715900,0.155144
1772716200,0.189251
1772716500,0.231739
1772716800,0.347821
1772717100,0.182653
1772717400,0.266726
1772717700,0.301732
1772718000,0.309313
1772718300,0.333217
1772718600,0.338071
1772718900,0.268914
1772719200,0.238701
1772719500,0.158010
1772719800,0.451221
1772720100,0.422528
1772720400,0.429342
1772720700,0.593722
1772721000,0.508371
1772721300,0.521271
1772721600,0.568196
1772721900,0.450599
1772722200,0.519453
1772722500,0.426836
1772722800,0.575801
1772723100,0.590636
1772723400,0.604965
1772723700,0.664639
1772724000,0.546687
1772724300,0.608140
1772724600,0.527522
1772724900,0.535878
1772725200,0.474518
1772725500,0.608083
1772725800,0.526107
1772726100,0.503056
1772726400,0.487968
1772726700,0.509887
1772727000,0.557559
1772727300,0.524043
1772727600,0.526903
1772727900,0.524113
1772728200,0.577152
1772728500,0.463523
1772728800,0.568505
1772729100,0.548852
1772729400,0.671747
1772729700,0.588608
1772730000,0.439564
1772730300,0.480478
1772730600,0.588529
1772730900,0.354749
1772731200,0.536740
1772731500,0.411707
1772731800,0.495282
1772732100,0.477942
1772732400,0.315206
1772732700,0.303356
1772733000,0.244384
1772733300,0.216301
1772733600,0.188701
1772733900,0.277225
1772734200,0.231537
1772734500,0.266859
1772734800,0.275671
1772735100,0.340340
1772735400,0.330220
1772735700,0.179084
1772736000,0.269953
1772736300,0.141262
1772736600,0.242885
1772736900,0.296411
1772737200,0.157811
1772737500,0.175173
1772737800,0.158308
1772738100,0.226643
1772738400,0.237558
1772738700,0.128726
1772739000,0.214818
1772739300,0.218877
1772739600,0.204816
1772739900,0.326995
1772740200,0.211213
1772740500,0.309806
1772740800,0.202872
1772741100,0.281097
1772741400,0.272173
1772741700,0.155361
1772742000,0.161098
