timestamp,anomaly_score
2026-03-01 10:55:00,0.365729
2026-03-01 11:00:00,0.261941
2026-03-01 11:05:00,0.236910
2026-03-01 11:10:00,0.349366
2026-03-01 11:15:00,0.366989
2026-03-01 11:20:00,0.322144
2026-03-01 11:25:00,0.433649
2026-03-01 11:30:00,0.186573
2026-03-01 11:35:00,0.238999
2026-03-01 11:40:00,0.279846
2026-03-01 11:45:00,0.225565
2026-03-01 11:50:00,0.278544
2026-03-01 11:55:00,0.267882
2026-03-01 12:00:00,0.297629
2026-03-01 12:05:00,0.144268
2026-03-01 12:10:00,0.267354
2026-03-01 12:15:00,0.401533
2026-03-01 12:20:00,0.255850
2026-03-01 12:25:00,0.306722
2026-03-01 12:30:00,0.299212
2026-03-01 12:35:00,0.314285
2026-03-01 12:40:00,0.384085
2026-03-01 12:45:00,0.314953
2026-03-01 12:50:00,0.342017
2026-03-01 12:55:00,0.276517
2026-03-01 13:00:00,0.445678
2026-03-01 13:05:00,0.303749
2026-03-01 13:10:00,0.218240
2026-03-01 13:15:00,0.361313
2026-03-01 13:20:00,0.276497
2026-03-01 13:25:00,0.194883
2026-03-01 13:30:00,0.371189
2026-03-01 13:35:00,0.384844
2026-03-01 13:40:00,0.261542
2026-03-01 13:45:00,0.326088
2026-03-01 13:50:00,0.329636
2026-03-01 13:55:00,0.213629
2026-03-01 14:00:00,0.258693
2026-03-01 14:05:00,0.374955
2026-03-01 14:10:00,0.248330
2026-03-01 14:15:00,0.305494
2026-03-01 14:20:00,0.340708
2026-03-01 14:25:00,0.193026
2026-03-01 14:30:00,0.249519
2026-03-01 14:35:00,0.358951
2026-03-01 14:40:00,0.306309
2026-03-01 14:45:00,0.302024
2026-03-01 14:50:00,0.280119
2026-03-01 14:55:00,0.233726
2026-03-01 15:00:00,0.323502
2026-03-01 15:05:00,0.145398
2026-03-01 15:10:00,0.280244
2026-03-01 15:15:00,0.364369
2026-03-01 15:20:00,0.327374
2026-03-01 15:25:00,0.266552
2026-03-01 15:30:00,0.238452
2026-03-01 15:35:00,0.251291
2026-03-01 15:40:00,0.151420
2026-03-01 15:45:00,0.412861
2026-03-01 15:50:00,0.351295
2026-03-01 15:55:00,0.273601
2026-03-01 16:00:00,0.304964
2026-03-01 16:05:00,0.224598
2026-03-01 16:10:00,0.165996
2026-03-01 16:15:00,0.254605
2026-03-01 16:20:00,0.286829
2026-03-01 16:25:00,0.259309
2026-03-01 16:30:00,0.254384
2026-03-01 16:35:00,0.285860
2026-03-01 16:40:00,0.322151
2026-03-01 16:45:00,0.269145
2026-03-01 16:50:00,0.326851
2026-03-01 16:55:00,0.180869
2026-03-01 17:00:00,0.173970
2026-03-01 17:05:00,0.493902
2026-03-01 17:10:00,0.295742
2026-03-01 17:15:00,0.272045
2026-03-01 17:20:00,0.305329
2026-03-01 17:25:00,0.215872
2026-03-01 17:30:00,0.233008
2026-03-01 17:35:00,0.248479
2026-03-01 17:40:00,0.300905
2026-03-01 17:45:00,0.290291
2026-03-01 17:50:00,0.189925
2026-03-01 17:55:00,0.129263
2026-03-01 18:00:00,0.294939
2026-03-01 18:05:00,0.283802
2026-03-01 18:10:00,0.210371
2026-03-01 18:15:00,0.403712
2026-03-01 18:20:00,0.227125
2026-03-01 18:25:00,0.168480
2026-03-01 18:30:00,0.247774
2026-03-01 18:35:00,0.221728
2026-03-01 18:40:00,0.281906
2026-03-01 18:45:00,0.323691
2026-03-01 18:50:00,0.155823
2026-03-01 18:55:00,0.272116
2026-03-01 19:00:00,0.411764
2026-03-01 19:05:00,0.102377
2026-03-01 19:10:00,0.316546
2026-03-01 19:15:00,0.284117
2026-03-01 19:20:00,0.234543
2026-03-01 19:25:00,0.289957
2026-03-01 19:30:00,0.269313
2026-03-01 19:35:00,0.249549
2026-03-01 19:40:00,0.128615
2026-03-01 19:45:00,0.396221
2026-03-01 19:50:00,0.318340
2026-03-01 19:55:00,0.336406
2026-03-01 20:00:00,0.060468
2026-03-01 20:05:00,0.310219
2026-03-01 20:10:00,0.234446
2026-03-01 20:15:00,0.130685
2026-03-01 20:20:00,0.186050
2026-03-01 20:25:00,0.229412
2026-03-01 20:30:00,0.226678
2026-03-01 20:35:00,0.344496
2026-03-01 20:40:00,0.215942
2026-03-01 20:45:00,0.238851
2026-03-01 20:50:00,0.224336
2026-03-01 20:55:00,0.226058
2026-03-01 21:00:00,0.233127
2026-03-01 21:05:00,0.347669
2026-03-01 21:10:00,0.247681
2026-03-01 21:15:00,0.175253
2026-03-01 21:20:00,0.246075
2026-03-01 21:25:00,0.205751
2026-03-01 21:30:00,0.298724
2026-03-01 21:35:00,0.212859
2026-03-01 21:40:00,0.325614
2026-03-01 21:45:00,0.257677
2026-03-01 21:50:00,0.169469
2026-03-01 21:55:00,0.143123
2026-03-01 22:00:00,0.271880
2026-03-01 22:05:00,0.233508
2026-03-01 22:10:00,0.225282
2026-03-01 22:15:00,0.311684
2026-03-01 22:20:00,0.238004
2026-03-01 22:25:00,0.279729
2026-03-01 22:30:00,0.339371
2026-03-01 22:35:00,0.268669
2026-03-01 22:40:00,0.283871
2026-03-01 22:45:00,0.214406
2026-03-01 22:50:00,0.174820
2026-03-01 22:55:00,0.231714
2026-03-01 23:00:00,0.257634
2026-03-01 23:05:00,0.221676
2026-03-01 23:10:00,0.173542
2026-03-01 23:15:00,0.193122
2026-03-01 23:20:00,0.381920
2026-03-01 23:25:00,0.267944
2026-03-01 23:30:00,0.421251
2026-03-01 23:35:00,0.298609
2026-03-01 23:40:00,0.354770
2026-03-01 23:45:00,0.345234
2026-03-01 23:50:00,0.312023
2026-03-01 23:55:00,0.236513
2026-03-02 00:00:00,0.463742
2026-03-02 00:05:00,0.397849
2026-03-02 00:10:00,0.297472
2026-03-02 00:15:00,0.253622
2026-03-02 00:20:00,0.351466
2026-03-02 00:25:00,0.157552
2026-03-02 00:30:00,0.339536
2026-03-02 00:35:00,0.259368
2026-03-02 00:40:00,0.281110
2026-03-02 00:45:00,0.265726
2026-03-02 00:50:00,0.334557
2026-03-02 00:55:00,0.325107
2026-03-02 01:00:00,0.332700
2026-03-02 01:05:00,0.282732
2026-03-02 01:10:00,0.377173
2026-03-02 01:15:00,0.311017
2026-03-02 01:20:00,0.405191
2026-03-02 01:25:00,0.386172
2026-03-02 01:30:00,0.287863
2026-03-02 01:35:00,0.333653
2026-03-02 01:40:00,0.418388
2026-03-02 01:45:00,0.369062
2026-03-02 01:50:00,0.322060
2026-03-02 01:55:00,0.303007
2026-03-02 02:00:00,0.488283
2026-03-02 02:05:00,0.416906
2026-03-02 02:10:00,0.336568
2026-03-02 02:15:00,0.414745
2026-03-02 02:20:00,0.289160
2026-03-02 02:25:00,0.338302
2026-03-02 02:30:00,0.489182
2026-03-02 02:35:00,0.358486
2026-03-02 02:40:00,0.459462
2026-03-02 02:45:00,0.446599
2026-03-02 02:50:00,0.392126
2026-03-02 02:55:00,0.261991
2026-03-02 03:00:00,0.236319
2026-03-02 03:05:00,0.333692
2026-03-02 03:10:00,0.390489
2026-03-02 03:15:00,0.399170
2026-03-02 03:20:00,0.322071
2026-03-02 03:25:00,0.312319
2026-03-02 03:30:00,0.445459
2026-03-02 03:35:00,0.068876
2026-03-02 03:40:00,0.394923
2026-03-02 03:45:00,0.297323
2026-03-02 03:50:00,0.350533
2026-03-02 03:55:00,0.274597
2026-03-02 04:00:00,0.380429
2026-03-02 04:05:00,0.439693
2026-03-02 04:10:00,0.392730
2026-03-02 04:15:00,0.425311
2026-03-02 04:20:00,0.406337
2026-03-02 04:25:00,0.273851
2026-03-02 04:30:00,0.267070
2026-03-02 04:35:00,0.355985
2026-03-02 04:40:00,0.242189
2026-03-02 04:45:00,0.263992
2026-03-02 04:50:00,0.360684
2026-03-02 04:55:00,0.405899
2026-03-02 05:00:00,0.374453
2026-03-02 05:05:00,0.322391
2026-03-02 05:10:00,0.413971
2026-03-02 05:15:00,0.413001
2026-03-02 05:20:00,0.383201
2026-03-02 05:25:00,0.363464
2026-03-02 05:30:00,0.344538
2026-03-02 05:35:00,0.321678
2026-03-02 05:40:00,0.343095
2026-03-02 05:45:00,0.316128
2026-03-02 05:50:00,0.306958
2026-03-02 05:55:00,0.420115
2026-03-02 06:00:00,0.389064
2026-03-02 06:05:00,0.363346
2026-03-02 06:10:00,0.351578
2026-03-02 06:15:00,0.419497
2026-03-02 06:20:00,0.294922
2026-03-02 06:25:00,0.299109
2026-03-02 06:30:00,0.295770
2026-03-02 06:35:00,0.286286
2026-03-02 06:40:00,0.269131
2026-03-02 06:45:00,0.234655
2026-03-02 06:50:00,0.369287
2026-03-02 06:55:00,0.400019
2026-03-02 07:00:00,0.274132
2026-03-02 07:05:00,0.307666
2026-03-02 07:10:00,0.346106
2026-03-02 07:15:00,0.450008
2026-03-02 07:20:00,0.298050
2026-03-02 07:25:00,0.297851
2026-03-02 07:30:00,0.434805
2026-03-02 07:35:00,0.352304
2026-03-02 07:40:00,0.184193
2026-03-02 07:45:00,0.406277
2026-03-02 07:50:00,0.285364
2026-03-02 07:55:00,0.427246
2026-03-02 08:00:00,0.351523
2026-03-02 08:05:00,0.372773
2026-03-02 08:10:00,0.461828
2026-03-02 08:15:00,0.409862
2026-03-02 08:20:00,0.206646
2026-03-02 08:25:00,0.382686
2026-03-02 08:30:00,0.439168
2026-03-02 08:35:00,0.337846
2026-03-02 08:40:00,0.383160
2026-03-02 08:45:00,0.365178
2026-03-02 08:50:00,0.408659
2026-03-02 08:55:00,0.304611
2026-03-02 09:00:00,0.327657
2026-03-02 09:05:00,0.209868
2026-03-02 09:10:00,0.201605
2026-03-02 09:15:00,0.347112
2026-03-02 09:20:00,0.406430
2026-03-02 09:25:00,0.389053
2026-03-02 09:30:00,0.386954
2026-03-02 09:35:00,0.260010
2026-03-02 09:40:00,0.340040
2026-03-02 09:45:00,0.362628
2026-03-02 09:50:00,0.194840
2026-03-02 09:55:00,0.402003
2026-03-02 10:00:00,0.391851
2026-03-02 10:05:00,0.397710
2026-03-02 10:10:00,0.356530
2026-03-02 10:15:00,0.285465
2026-03-02 10:20:00,0.241896
2026-03-02 10:25:00,0.382516
2026-03-02 10:30:00,0.208774
2026-03-02 10:35:00,0.453317
2026-03-02 10:40:00,0.220649
2026-03-02 10:45:00,0.444552
2026-03-02 10:50:00,0.387279
2026-03-02 10:55:00,0.333519
2026-03-02 11:00:00,0.303095
2026-03-02 11:05:00,0.274536
2026-03-02 11:10:00,0.349013
2026-03-02 11:15:00,0.215111
2026-03-02 11:20:00,0.330402
2026-03-02 11:25:00,0.238691
2026-03-02 11:30:00,0.375474
2026-03-02 11:35:00,0.459554
2026-03-02 11:40:00,0.422042
2026-03-02 11:45:00,0.290730
2026-03-02 11:50:00,0.181348
2026-03-02 11:55:00,0.325406
2026-03-02 12:00:00,0.261881
2026-03-02 12:05:00,0.337266
2026-03-02 12:10:00,0.373125
2026-03-02 12:15:00,0.211985
2026-03-02 12:20:00,0.110059
2026-03-02 12:25:00,0.263603
2026-03-02 12:30:00,0.190004
2026-03-02 12:35:00,0.242667
2026-03-02 12:40:00,0.372528
2026-03-02 12:45:00,0.302982
2026-03-02 12:50:00,0.338537
2026-03-02 12:55:00,0.268411
2026-03-02 13:00:00,0.334887
2026-03-02 13:05:00,0.264675
2026-03-02 13:10:00,0.244592
2026-03-02 13:15:00,0.387546
2026-03-02 13:20:00,0.398670
2026-03-02 13:25:00,0.275402
2026-03-02 13:30:00,0.367521
2026-03-02 13:35:00,0.389658
2026-03-02 13:40:00,0.297022
2026-03-02 13:45:00,0.343878
2026-03-02 13:50:00,0.224154
2026-03-02 13:55:00,0.384288
2026-03-02 14:00:00,0.211014
2026-03-02 14:05:00,0.312054
2026-03-02 14:10:00,0.266027
2026-03-02 14:15:00,0.215612
2026-03-02 14:20:00,0.329104
2026-03-02 14:25:00,0.349153
2026-03-02 14:30:00,0.296396
2026-03-02 14:35:00,0.201743
2026-03-02 14:40:00,0.265213
2026-03-02 14:45:00,0.243189
2026-03-02 14:50:00,0.293715
2026-03-02 14:55:00,0.172718
2026-03-02 15:00:00,0.388092
2026-03-02 15:05:00,0.256873
2026-03-02 15:10:00,0.214831
2026-03-02 15:15:00,0.209482
2026-03-02 15:20:00,0.309537
2026-03-02 15:25:00,0.181086
2026-03-02 15:30:00,0.353053
2026-03-02 15:35:00,0.241295
2026-03-02 15:40:00,0.359342
2026-03-02 15:45:00,0.117388
2026-03-02 15:50:00,0.293288
2026-03-02 15:55:00,0.168498
2026-03-02 16:00:00,0.218993
2026-03-02 16:05:00,0.265482
2026-03-02 16:10:00,0.277245
2026-03-02 16:15:00,0.271800
2026-03-02 16:20:00,0.230789
2026-03-02 16:25:00,0.292432
2026-03-02 16:30:00,0.292527
2026-03-02 16:35:00,0.273574
2026-03-02 16:40:00,0.290217
2026-03-02 16:45:00,0.370044
2026-03-02 16:50:00,0.172713
2026-03-02 16:55:00,0.189161
2026-03-02 17:00:00,0.264667
2026-03-02 17:05:00,0.270361
2026-03-02 17:10:00,0.224843
2026-03-02 17:15:00,0.302648
2026-03-02 17:20:00,0.155501
2026-03-02 17:25:00,0.312794
2026-03-02 17:30:00,0.265836
2026-03-02 17:35:00,0.154722
2026-03-02 17:40:00,0.180285
2026-03-02 17:45:00,0.268376
2026-03-02 17:50:00,0.228585
2026-03-02 17:55:00,0.101882
2026-03-02 18:00:00,0.259687
2026-03-02 18:05:00,0.298012
2026-03-02 18:10:00,0.102314
2026-03-02 18:15:00,0.314823
2026-03-02 18:20:00,0.189018
2026-03-02 18:25:00,0.124362
2026-03-02 18:30:00,0.407481
2026-03-02 18:35:00,0.289142
2026-03-02 18:40:00,0.299752
2026-03-02 18:45:00,0.217750
2026-03-02 18:50:00,0.190608
2026-03-02 18:55:00,0.288540
2026-03-02 19:00:00,0.233737
2026-03-02 19:05:00,0.153772
2026-03-02 19:10:00,0.211644
2026-03-02 19:15:00,0.343981
2026-03-02 19:20:00,0.159447
2026-03-02 19:25:00,0.240713
2026-03-02 19:30:00,0.232669
2026-03-02 19:35:00,0.257584
2026-03-02 19:40:00,0.338122
2026-03-02 19:45:00,0.172043
2026-03-02 19:50:00,0.255426
2026-03-02 19:55:00,0.276537
2026-03-02 20:00:00,0.190879
2026-03-02 20:05:00,0.279678
2026-03-02 20:10:00,0.347873
2026-03-02 20:15:00,0.303196
2026-03-02 20:20:00,0.244169
2026-03-02 20:25:00,0.247029
2026-03-02 20:30:00,0.234572
2026-03-02 20:35:00,0.321256
2026-03-02 20:40:00,0.324879
2026-03-02 20:45:00,0.231566
2026-03-02 20:50:00,0.237320
2026-03-02 20:55:00,0.247312
2026-03-02 21:00:00,0.359129
2026-03-02 21:05:00,0.268511
2026-03-02 21:10:00,0.229849
2026-03-02 21:15:00,0.283589
2026-03-02 21:20:00,0.145716
2026-03-02 21:25:00,0.248302
2026-03-02 21:30:00,0.270102
2026-03-02 21:35:00,0.183866
2026-03-02 21:40:00,0.157663
2026-03-02 21:45:00,0.283865
2026-03-02 21:50:00,0.236368
2026-03-02 21:55:00,0.140123
2026-03-02 22:00:00,0.245681
2026-03-02 22:05:00,0.122154
2026-03-02 22:10:00,0.297302
2026-03-02 22:15:00,0.330895
2026-03-02 22:20:00,0.261410
2026-03-02 22:25:00,0.341333
2026-03-02 22:30:00,0.382384
2026-03-02 22:35:00,0.297021
2026-03-02 22:40:00,0.232969
2026-03-02 22:45:00,0.212754
2026-03-02 22:50:00,0.309194
2026-03-02 22:55:00,0.246195
2026-03-02 23:00:00,0.398318
2026-03-02 23:05:00,0.387674
2026-03-02 23:10:00,0.226619
2026-03-02 23:15:00,0.363429
2026-03-02 23:20:00,0.312975
2026-03-02 23:25:00,0.341893
2026-03-02 23:30:00,0.215549
2026-03-02 23:35:00,0.171038
2026-03-02 23:40:00,0.340608
2026-03-02 23:45:00,0.288511
2026-03-02 23:50:00,0.378317
2026-03-02 23:55:00,0.303955
2026-03-03 00:00:00,0.269006
2026-03-03 00:05:00,0.293426
2026-03-03 00:10:00,0.246355
2026-03-03 00:15:00,0.408122
2026-03-03 00:20:00,0.350045
2026-03-03 00:25:00,0.275476
2026-03-03 00:30:00,0.280366
2026-03-03 00:35:00,0.267201
2026-03-03 00:40:00,0.271411
2026-03-03 00:45:00,0.258575
2026-03-03 00:50:00,0.338409
2026-03-03 00:55:00,0.253452
2026-03-03 01:00:00,0.179941
2026-03-03 01:05:00,0.385612
2026-03-03 01:10:00,0.347445
2026-03-03 01:15:00,0.328012
2026-03-03 01:20:00,0.331910
2026-03-03 01:25:00,0.391386
2026-03-03 01:30:00,0.289481
2026-03-03 01:35:00,0.322051
2026-03-03 01:40:00,0.347080
2026-03-03 01:45:00,0.236125
2026-03-03 01:50:00,0.394367
2026-03-03 01:55:00,0.180948
2026-03-03 02:00:00,0.337831
2026-03-03 02:05:00,0.303875
2026-03-03 02:10:00,0.393647
2026-03-03 02:15:00,0.274906
2026-03-03 02:20:00,0.338449
2026-03-03 02:25:00,0.252963
2026-03-03 02:30:00,0.374107
2026-03-03 02:35:00,0.203646
2026-03-03 02:40:00,0.365464
2026-03-03 02:45:00,0.326750
2026-03-03 02:50:00,0.431048
2026-03-03 02:55:00,0.366372
2026-03-03 03:00:00,0.260817
2026-03-03 03:05:00,0.373107
2026-03-03 03:10:00,0.281620
2026-03-03 03:15:00,0.398038
2026-03-03 03:20:00,0.452580
2026-03-03 03:25:00,0.316058
2026-03-03 03:30:00,0.433117
2026-03-03 03:35:00,0.376504
2026-03-03 03:40:00,0.479745
2026-03-03 03:45:00,0.217189
2026-03-03 03:50:00,0.332560
2026-03-03 03:55:00,0.416076
2026-03-03 04:00:00,0.341981
2026-03-03 04:05:00,0.465233
2026-03-03 04:10:00,0.306836
2026-03-03 04:15:00,0.375465
2026-03-03 04:20:00,0.348261
2026-03-03 04:25:00,0.375087
2026-03-03 04:30:00,0.288228
2026-03-03 04:35:00,0.242159
2026-03-03 04:40:00,0.334009
2026-03-03 04:45:00,0.334159
2026-03-03 04:50:00,0.428067
2026-03-03 04:55:00,0.351271
2026-03-03 05:00:00,0.373548
2026-03-03 05:05:00,0.427216
2026-03-03 05:10:00,0.285844
2026-03-03 05:15:00,0.397963
2026-03-03 05:20:00,0.294373
2026-03-03 05:25:00,0.340369
2026-03-03 05:30:00,0.232805
2026-03-03 05:35:00,0.487281
2026-03-03 05:40:00,0.215500
2026-03-03 05:45:00,0.296333
2026-03-03 05:50:00,0.410211
2026-03-03 05:55:00,0.417372
2026-03-03 06:00:00,0.402156
2026-03-03 06:05:00,0.383801
2026-03-03 06:10:00,0.430449
2026-03-03 06:15:00,0.292038
2026-03-03 06:20:00,0.409622
2026-03-03 06:25:00,0.402279
2026-03-03 06:30:00,0.416112
2026-03-03 06:35:00,0.304301
2026-03-03 06:40:00,0.235882
2026-03-03 06:45:00,0.378959
2026-03-03 06:50:00,0.377547
2026-03-03 06:55:00,0.344028
2026-03-03 07:00:00,0.316867
2026-03-03 07:05:00,0.368185
2026-03-03 07:10:00,0.372387
2026-03-03 07:15:00,0.345793
2026-03-03 07:20:00,0.306717
2026-03-03 07:25:00,0.270530
2026-03-03 07:30:00,0.376252
2026-03-03 07:35:00,0.242633
2026-03-03 07:40:00,0.392074
2026-03-03 07:45:00,0.373036
2026-03-03 07:50:00,0.200468
2026-03-03 07:55:00,0.329651
2026-03-03 08:00:00,0.331094
2026-03-03 08:05:00,0.367378
2026-03-03 08:10:00,0.214936
2026-03-03 08:15:00,0.262950
2026-03-03 08:20:00,0.361915
2026-03-03 08:25:00,0.431493
2026-03-03 08:30:00,0.418553
2026-03-03 08:35:00,0.426169
2026-03-03 08:40:00,0.370671
2026-03-03 08:45:00,0.499099
2026-03-03 08:50:00,0.413285
2026-03-03 08:55:00,0.369390
2026-03-03 09:00:00,0.337972
2026-03-03 09:05:00,0.315898
2026-03-03 09:10:00,0.423928
2026-03-03 09:15:00,0.293500
2026-03-03 09:20:00,0.289841
2026-03-03 09:25:00,0.387711
2026-03-03 09:30:00,0.283418
2026-03-03 09:35:00,0.246609
2026-03-03 09:40:00,0.421045
2026-03-03 09:45:00,0.272136
2026-03-03 09:50:00,0.239754
2026-03-03 09:55:00,0.174787
2026-03-03 10:00:00,0.303817
2026-03-03 10:05:00,0.339848
2026-03-03 10:10:00,0.310019
2026-03-03 10:15:00,0.475370
2026-03-03 10:20:00,0.265834
2026-03-03 10:25:00,0.359814
2026-03-03 10:30:00,0.332068
2026-03-03 10:35:00,0.347951
2026-03-03 10:40:00,0.408261
2026-03-03 10:45:00,0.181847
2026-03-03 10:50:00,0.211877
2026-03-03 10:55:00,0.401056
2026-03-03 11:00:00,0.293410
2026-03-03 11:05:00,0.094679
2026-03-03 11:10:00,0.221060
2026-03-03 11:15:00,0.296434
2026-03-03 11:20:00,0.323589
2026-03-03 11:25:00,0.255276
2026-03-03 11:30:00,0.429799
2026-03-03 11:35:00,0.305843
2026-03-03 11:40:00,0.330090
2026-03-03 11:45:00,0.417804
2026-03-03 11:50:00,0.391293
2026-03-03 11:55:00,0.394162
2026-03-03 12:00:00,0.261536
2026-03-03 12:05:00,0.273729
2026-03-03 12:10:00,0.280487
2026-03-03 12:15:00,0.308711
2026-03-03 12:20:00,0.183793
2026-03-03 12:25:00,0.081105
2026-03-03 12:30:00,0.246221
2026-03-03 12:35:00,0.216661
2026-03-03 12:40:00,0.257534
2026-03-03 12:45:00,0.251051
2026-03-03 12:50:00,0.305777
2026-03-03 12:55:00,0.270057
2026-03-03 13:00:00,0.240154
2026-03-03 13:05:00,0.343157
2026-03-03 13:10:00,0.364640
2026-03-03 13:15:00,0.084397
2026-03-03 13:20:00,0.203486
2026-03-03 13:25:00,0.320539
2026-03-03 13:30:00,0.149266
2026-03-03 13:35:00,0.253537
2026-03-03 13:40:00,0.237660
2026-03-03 13:45:00,0.290370
2026-03-03 13:50:00,0.280560
2026-03-03 13:55:00,0.416788
2026-03-03 14:00:00,0.248848
2026-03-03 14:05:00,0.364072
2026-03-03 14:10:00,0.323962
2026-03-03 14:15:00,0.260728
2026-03-03 14:20:00,0.377156
2026-03-03 14:25:00,0.396913
2026-03-03 14:30:00,0.351711
2026-03-03 14:35:00,0.233217
2026-03-03 14:40:00,0.214580
2026-03-03 14:45:00,0.317481
2026-03-03 14:50:00,0.172139
2026-03-03 14:55:00,0.336129
2026-03-03 15:00:00,0.288531
2026-03-03 15:05:00,0.208060
2026-03-03 15:10:00,0.230472
2026-03-03 15:15:00,0.144761
2026-03-03 15:20:00,0.379038
2026-03-03 15:25:00,0.307761
2026-03-03 15:30:00,0.310750
2026-03-03 15:35:00,0.256286
2026-03-03 15:40:00,0.074658
2026-03-03 15:45:00,0.273471
2026-03-03 15:50:00,0.288808
2026-03-03 15:55:00,0.057731
2026-03-03 16:00:00,0.475897
2026-03-03 16:05:00,0.386668
2026-03-03 16:10:00,0.349275
2026-03-03 16:15:00,0.291832
2026-03-03 16:20:00,0.159301
2026-03-03 16:25:00,0.250878
2026-03-03 16:30:00,0.371984
2026-03-03 16:35:00,0.316084
